,idstd,id,a4a,a6a,a2,a4b_v4,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,ic1,a1,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,BGDb2a,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,BGDc18,BGDc19,BGDc20,c22b,BMGc7,BMGc8,BMGc18,BMGc23k,BMGc23l,BMGc23m,c30a,d1a1a,d1a1x,d1a6a,d1a6b,d1a6c,d1a3,d2,d2x,d20,d2a1,d2a1x,n3,d3a,d3b,d3c,d4,d5a,BGDd31,d8,d10,d11,d12a,d12b,d13,d14,d15a,BGDd16,BGDd17,BGDd18,BGDd19,BGDd20,BGDd21,BGDd22,BGDd23,BGDd24,BGDd25,BGDd26,BGDd27a,BGDd27b,BGDd27c,BGDd27d,BGDd27e,BGDd27f,d30a,d30b,BGDd30c,BGDd30d,BGDj30,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,COVb1a,COVb1b,g6a,g1a,g2,g3,g4,BGDg5,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,COVk15,k15d,k16,k17,k20a1,k21,BGDk1a,BGDk1b,BGDk1c,BGDk3a,BGDk3b,BGDk3c,BGDk3d,BGDk3e,k30,h7a,BGDj1a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,BGDj12,BGDj16,j16,BGDj21a,BGDj21b,BGDj21c,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,BGDj31,BGDj32,l1,COVl2,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,BGDl14,BGDl15,BGDl16,BGDl17,BGDl18,BGDl19,SARl21,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2a1,n2i,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
456,862873,7892,Garments,Medium,Greater Dhaka,Wearing Apparel,18,Manufacturing,Greater Dhaka,52,Medium,10,8,2022,15,38,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Partnership,,50,Yes,100,0,0,0,No,No,,2017,52,2017,22,No,No,,No,,,Yes,100,1,0,30,,Yes,30,No,,,-7,,,-7,,,No,No,,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,Manufacturing of  Sweater,,,,100,19500000,Nineteen million five hundred thousand,0,8500000,Eight million five hundred thousand,9000000,0,100,0,,,,2017,0,0,0,100,No,,,Wool,No,,5,,Yes,5,Yes,2,Yes,Yes,Very much,Not at all,Not at all,Not at all,Moderately,Not at all,No obstacle,-7,-7,No obstacle,No obstacle,We fixed it but did not take further action,No,,Yes,Main focus was on short-term (less than one year) production targets,Targets were not achieved,All managers and most production workers,No,,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Within 6 months of identifying non-manager under-performance,International,-4,No,No,No obstacle,No,,,,No,,,No,,90,60,Yes,26,0,0,No,,,No,,,,No obstacle,Yes,,360000,No,,,No obstacle,30,70,0,0,0,Yes,350000,0,60,,0,,40,,0,,0,,0,,No,,,Yes,No,Yes,Private commercial banks,2017,500000,Yes,No,No,No,Yes,No,3000000,5,500000,500000,No,No,Size of loan and maturity were insufficient,,No,No,No,No,Cash,Cash,Cash,-7,Cash,No obstacle,Tend to agree,-9,5,No,,,No,,-9,,Yes,90,Yes,No,,,Yes,No,No,Tend to agree,-9,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,5,1,3,4,2,0,Increased enforcement or monitoring by the government,30,22,22,25,5,5,10,10,15,0,,0,,,30,,Yes,20,,0,,15,,No,,,No,,,Yes,No obstacle,No obstacle,Corruption,2,1,3,11,8,15,14,7,5,6,13,9,12,4,10,3400000,11000000,600000,2500000,,4665000,1000000,10,8,2022,16,27,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,City with population over 1 million,1820,1420,Greater Dhaka,Medium (20-99),Garments,Fresh,9.535826,14.247505,40.827793,55
457,862874,7902,Garments,Medium,Dhaka City,Wearing Apparel,18,Manufacturing,Dhaka MA,12,Small,2,4,2022,15,15,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2010,12,2011,16,No,No,,No,,,Yes,20,0,20,,70000,Yes,3,No,,,No,,,No,,,No,Yes,No,No,Yes,No,No,Minor obstacle,Manufacturing of ,Manufacturing of ladies' wear,,,,100,-9,,0,3000000,Three million,5500000,100,0,0,,,,,0,8,100,0,,,,Knit Fabrics,,,4,,No,9,No,3,No,No,Slightly,Not at all,Slightly,Not at all,Not at all,Not at all,No obstacle,Minor obstacle,-7,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,-7,Local_main product sold mostly in same municipality where establishment is located,400,No,Yes,Minor obstacle,No,,,,No,,,No,,15,18,Yes,48,-9,-9,No,,,No,,,,Moderate obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,Yes,Private commercial banks,-9,-8,No,,,,,,,-9,,-8,Yes,No,Application procedures were complex,,No,No,Yes,No,Cash,Cash,Cash,Cash,Mobile money payment,Moderate obstacle,Strongly disagree,Tend to disagree,0,No,,,No,,-8,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,Moderate obstacle,Minor obstacle,Minor obstacle,-7,-7,-7,4,1,2,6,5,3,Other reason,Fewer number of taxes,12,15,30,10,2,-9,-9,0,3,0,,0,,,-9,,No,,,,,,,,,,,,,No,Minor obstacle,Moderate obstacle,Electricity,12,10,6,5,13,9,1,8,3,14,7,11,2,15,4,-9,-9,-9,-9,,-9,500000,2,4,2022,17,18,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,Over 250.000 to 1 million,1810,1410,Dhaka City,Medium (20-99),Garments,Fresh,6.6905556,11.963852,29.548038,19
458,862875,7923,Garments,Medium,Greater Dhaka,Wearing Apparel,18,Manufacturing,Greater Dhaka,29,Medium,30,7,2022,15,47,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Sole proprietorship,,100,Yes,100,0,0,0,Yes,No,,2015,21,2018,11,No,No,,No,,,Yes,70,0,30,3,,No,,No,,,-7,,,-7,,,No,No,,No,Yes,No,No,No obstacle,Manufacturing of ,Embroidery on ladies' wear,,,,100,10000000,Ten million,0,7500000,Seven million five hundred thousand,8500000,100,0,0,,,,,0,0,100,0,,,,Thread,,,2,,Yes,5,Yes,-9,Yes,Yes,Very much,Not at all,Not at all,Not at all,Slightly,Not at all,No obstacle,-7,-7,No obstacle,-7,We fixed it but did not take further action,No,,No,,,,No,,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,National_main product sold mostly across the country where establishment is located,-4,No,Yes,Moderate obstacle,No,,,,No,,,No,,88,144,Yes,26,100,100,No,,,No,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,No,No,No,No,Cash,Cash,-7,-7,Cash,No obstacle,Tend to agree,-9,8,No,,,No,,-8,,No,,,No,,,No,No,No,Strongly agree,-9,Tend to agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,-7,2,4,5,3,1,6,0,Increased ease of paying taxes,29,20,25,29,0,29,0,0,14,0,,0,,,45,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Corruption,12,6,11,8,2,15,7,5,14,1,4,3,10,13,9,3300000,4000000,180000,2400000,,3000000,3000000,30,7,2022,16,10,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,Over 250.000 to 1 million,1810,1410,Greater Dhaka,Medium (20-99),Garments,Fresh,9.535826,14.247505,40.827793,55
459,862876,7935,Garments,Medium,Dhaka City,Wearing Apparel,18,Manufacturing,Dhaka MA,7,Small,30,6,2022,14,3,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2014,3,2015,18,No,No,,No,,,No,,,,,,No,,No,,,-7,,,No,,,No,No,,No,-7,-7,-7,No obstacle,Manufacturing of ,Manufacturing of  Gents T-Shirt,,,,100,4000000,Four million,0,1000000,One million,2000000,100,0,0,,,,,0,5,100,0,,,,Cotton cloth,,,1,Yes,Yes,4,No,0,Yes,Yes,Very much,Not at all,Moderately,Not at all,Not at all,Not at all,No obstacle,-7,-7,No obstacle,-7,-7,No,,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with more than normal effort,-9,No,,Promotions were based solely on performance and ability,-7,Local_main product sold mostly in same municipality where establishment is located,50,No,Yes,Minor obstacle,No,,,,No,,,No,,50,84,Yes,20,0,-7,No,,,No,,,,No obstacle,No,,,No,,,-7,80,20,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,Yes,Private commercial banks,2022,1100000,Yes,No,No,No,Yes,No,-9,-9,,-9,No,No,-9,,No,Yes,Yes,Yes,Cash,Cash,Cash,-7,Cash,No obstacle,Tend to agree,Tend to disagree,0,Yes,2,-9,No,,-9,,No,,,No,,,No,No,No,Tend to agree,Tend to disagree,Tend to agree,Minor obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,2,3,4,6,5,1,-9,-9,13,10,16,11,2,1,7,3,8,0,,0,,,,2,No,,,,,,,,,,,,,No,Minor obstacle,Minor obstacle,Practices of competitors in the informal sector,1,6,5,7,10,9,12,3,8,14,13,2,11,15,4,1400000,2000000,60000,200000,,700000,100000,30,6,2022,14,33,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,City with population over 1 million,1810,1410,Dhaka City,Medium (20-99),Garments,Fresh,6.6905556,11.963852,29.548038,19
460,862877,7937,Garments,Medium,Dhaka City,Wearing Apparel,18,Manufacturing,Dhaka MA,25,Medium,26,6,2022,16,40,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2018,15,2020,20,No,No,,No,,,Yes,40,0,30,1,,Yes,40,No,,,No,,,-7,,,No,No,,No,Yes,Yes,Yes,Minor obstacle,Manufacturing of ,Manufacturing of Kids Wear,,,,100,5000000,Five million,0,4200000,Four million two hundred thousand,6000000,100,0,0,,,,,0,0,100,0,,,,Cloth,,,10,,No,3,No,10,No,No,Slightly,Slightly,Slightly,Slightly,Not at all,Slightly,-7,-7,-7,-7,-7,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,-9,Local_main product sold mostly in same municipality where establishment is located,100,No,No,No obstacle,No,,,,No,,,No,,80,72,Yes,20,0,0,No,,,No,,,,No obstacle,Yes,,144000,No,,,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,Yes,No,Cash,Cash,-7,-7,Cash,Minor obstacle,Strongly disagree,Strongly disagree,-9,No,,,No,,-8,,No,,,No,,,No,No,No,Tend to agree,Tend to agree,Tend to agree,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,No obstacle,6,4,5,1,2,3,-8,Other,7,7,4,6,1,1,3,2,2,0,,0,,,,2,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Corruption,6,12,15,14,13,1,3,4,10,8,5,7,9,2,11,872000,2300000,12000,863000,,2000000,500000,26,6,2022,17,21,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,Over 250.000 to 1 million,1810,1410,Dhaka City,Medium (20-99),Garments,Fresh,6.6905556,11.963852,29.548038,19
461,862878,7963,Garments,Medium,Dhaka City,Wearing Apparel,18,Manufacturing,Dhaka MA,5,Small,28,5,2022,14,55,1,Bangladesh,Bengali,Establishment,Yes,1,Yes,No,Yes,,2022,4,13,Partnership,,33,Yes,100,0,0,0,Yes,No,,2006,8,2006,26,No,No,,No,,,No,,,,,,No,,No,,,No,,,No,,,Yes,No,,No,Yes,No,No,No obstacle,Manufacturing of ,Manufacturing of  Gents Pant,,,,100,50000000,Fifty million,0,20000000,Twenty million,40000000,100,0,0,,,,,2,1,100,0,,,,Denim,,,1,Yes,Yes,16,No,10,Yes,No,Not at all,Not at all,Not at all,-9,Not at all,Not at all,No obstacle,-9,-7,No obstacle,No obstacle,-7,No,,Yes,Main focus was on short-term (less than one year) production targets,Targets were not achieved,Only senior managers,No,,Non-managers are normally not promoted,Rarely or never,National_main product sold mostly across the country where establishment is located,-4,No,No,-7,No,,,,No,,,No,,100,66,Yes,24,0,0,No,,,No,,,,-7,No,,,No,,,No obstacle,50,0,50,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,Yes,Non-bank financial institutions,2022,4900000,No,,,,,,,18,4900000,-9,No,No,-9,,No,No,No,No,Cash,Cash,-7,-7,Cash,Minor obstacle,-7,-7,1,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Strongly agree,Tend to agree,Tend to agree,Minor obstacle,No obstacle,No obstacle,No obstacle,-7,-7,5,3,2,6,4,1,0,Higher thresholds for non-taxable income,5,5,12,5,0,5,0,0,5,0,,25,0,12,,0,No,,,,,,,,,,,,,No,Moderate obstacle,No obstacle,Access to finance,9,12,6,11,14,15,1,10,5,8,3,13,2,4,7,4000000,25000000,1800000,3500000,,180000,2000000,28,5,2022,16,4,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,3,Yes,Yes,Over 250.000 to 1 million,1810,1410,Dhaka City,Medium (20-99),Garments,Fresh,6.6905556,11.963852,29.548038,19
462,862879,7981,Garments,Medium,Rajshahi,Wearing Apparel,18,Manufacturing,Rajshahi,6,Small,30,3,2022,17,42,1,Bangladesh,Bengali,Firm,No,,,,,,2021,12,31,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,1992,7,1995,5,No,No,,No,,,Yes,30,0,10,2,,No,,No,,,No,,,No,,,No,No,,No,No,Yes,No,Minor obstacle,Manufacturing of ,Manufacturing of Gents T- Shirt,,,,75,3000000,Three million,50,1400000,One million four hundred thousand,1200000,20,80,0,,,,1992,0,0,100,0,,,,cloth,,,8,,Yes,2,No,30,Yes,No,Slightly,Moderately,Moderately,Not at all,Moderately,Not at all,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with some effort,Most managers and some production workers,No,,Non-managers are normally not promoted,-7,International,100,No,No,Minor obstacle,No,,,,No,,,No,,80,48,Yes,6,40,100,No,,,No,,,,No obstacle,Yes,,40000,No,,,No obstacle,40,0,20,10,30,Yes,30000,0,0,,0,,0,,100,,0,,0,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,Did not think it would be approved,,No,No,No,No,Cash,-7,Cash,-7,Cash,Moderate obstacle,Strongly agree,Strongly agree,0,No,,,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly disagree,Strongly agree,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,4,6,1,3,5,2,Tax officials are corrupt,Decreased costs of compliance,6,6,6,3,3,1,1,1,0,0,,0,,,,1,No,,,,,,,,,,,,,-7,No obstacle,Minor obstacle,Access to finance,9,11,13,7,1,2,10,8,6,15,14,4,3,12,5,620000,1500000,120000,350000,,650000,500000,30,3,2022,18,38,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,No,No,Over 250.000 to 1 million,1810,1410,Rajshahi,Medium (20-99),Garments,Fresh,1,1.1776632,1.7365206,134
463,862880,7993,Garments,Medium,Greater Dhaka,Wearing Apparel,18,Manufacturing,Greater Dhaka,1700,Large,3,9,2022,17,34,1,Bangladesh,Bengali,Establishment,Yes,2,Yes,Yes,Yes,,2022,6,30,Partnership,,40,Yes,100,0,0,0,No,No,,2002,30,2003,40,No,Yes,Iso 9001,No,,,Yes,10,1,0,-9,,Yes,-9,No,,,No,,,No,,,Yes,No,,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,Manufacturing of  Gents T-Shirt,,,,80,1060000000,One billion sixty million,0,1100000000,One billion one hundred million,1000000000,0,0,100,10,-9,High or discriminatory taxes or charges,2008,0,1,20,80,Yes,8,-9,Cotton cloth,Yes,Quality of the product,10,,Yes,-9,-9,5,Yes,Yes,Not at all,Not at all,Moderately,Not at all,Slightly,Slightly,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Only possible to achieve with extraordinary effort,Most managers and some production workers,Yes,Their own performance,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,International,20,No,Yes,Minor obstacle,No,,,,No,,,No,,65,70,Yes,5,100,-9,No,,,-9,,,,No obstacle,Yes,-9,,No,,,Minor obstacle,20,80,0,0,0,-9,,,,,,,,,,,,,,,No,,,Yes,No,Yes,Private commercial banks,-9,-9,-9,,,,,,,-9,,-9,-9,-9,,,Yes,No,No,Yes,Cheque,Cheque,Cheque,Cheque,Cheque,Minor obstacle,Tend to agree,Tend to disagree,0,Yes,4,No,No,,-9,,No,,,No,,,No,No,-9,Strongly agree,Strongly agree,Tend to disagree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,6,3,4,5,2,-9,-9,1700,1800,1600,1650,50,150,1000,500,1200,5,,0,,,70,,No,,,,,,,,,,,,,No,No obstacle,Minor obstacle,Inadequately educated workforce,8,3,1,7,15,4,10,5,9,11,13,6,14,12,2,221000000,750000000,3500000,234000000,,765000000,50000000,3,9,2022,18,26,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,City with population over 1 million,1810,1410,Greater Dhaka,Medium (20-99),Garments,Fresh,9.535826,14.247505,40.827793,55
464,862881,8012,Garments,Medium,Dhaka City,Wearing Apparel,18,Manufacturing,Dhaka MA,100,Large,17,3,2022,11,32,1,Bangladesh,Bengali,Firm,No,,,,,,2021,6,30,Sole proprietorship,,100,Yes,100,0,0,0,No,No,,2004,25,2006,20,No,No,,No,,,No,,,,,,Yes,8,No,,,No,,,No,,,Yes,-9,,No,Yes,Yes,No,No obstacle,Manufacturing of ,Manufacturing of Kids Wear,,,,100,20000000,Twenty million,0,20000000,Twenty million,18000000,100,0,0,,,,,0,0,10,90,Yes,12,No,Denim,Yes,Low price,2,,Yes,7,No,10,Yes,No,Very much,Not at all,Slightly,Not at all,Slightly,Not at all,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Targets were not achieved,Only senior managers,No,,-7,-7,National_main product sold mostly across the country where establishment is located,200,No,Yes,Major obstacle,No,,,,No,,,Yes,10000,75,54,Yes,5,0,0,No,,,No,,,,No obstacle,Yes,1,,No,,,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,Yes,3000000,0,Yes,No,Yes,Private commercial banks,2019,35000000,Yes,Yes,Yes,No,Yes,No,100000000,5,70000000,5,No,No,Other,,No,Yes,No,Yes,Cash,Cash,Cash,Cash,Cash,Major obstacle,Strongly agree,-9,2,Yes,1,No,No,,0,,No,,,No,,,No,No,No,Strongly disagree,Strongly disagree,Tend to agree,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,Major obstacle,No obstacle,5,2,1,4,6,3,Tax procedures are too complicated,Fewer number of taxes,50,50,50,35,15,18,17,0,5,0,,0,,,70,,No,,,,,,,,,,,,,No,No obstacle,Minor obstacle,Inadequately educated workforce,11,12,4,2,14,9,8,5,3,10,6,7,1,13,15,6000000,10000000,200000,6000000,,8000000,35000000,17,3,2022,13,15,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,Yes,Yes,City with population over 1 million,1810,1410,Dhaka City,Medium (20-99),Garments,Fresh,6.6905556,11.963852,29.548038,19
465,862882,8013,Garments,Medium,Dhaka City,Wearing Apparel,18,Manufacturing,Dhaka MA,11,Small,19,5,2022,13,29,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,4,13,Sole proprietorship,,100,Yes,100,0,0,0,Yes,No,,2006,10,2015,25,No,No,,No,,,No,,,,,,No,,No,,,-7,,,No,,,Yes,No,,No,No,Yes,No,No obstacle,Manufacturing of ,Manufacturing of  Gents Pant,,,,100,2700000,Two million and seven hundred thousand,0,1800000,One million and eight hundred thousand,700000,100,0,0,,,,,1,2,100,0,,,,Denim,,,1,Yes,No,2,Yes,30,No,No,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,No obstacle,-7,-7,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on short-term (less than one year) production targets,Targets were not achieved,Only senior managers,Yes,Their own performance,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Within 6 months of identifying non-manager under-performance,Local_main product sold mostly in same municipality where establishment is located,-4,No,No,-9,No,,,,Yes,Installed servo motor,Production increased,No,,100,84,Yes,90,0,0,No,,,No,,,,-7,No,,,Yes,2,,Moderate obstacle,0,0,0,0,100,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,,Yes,No,Did not think it would be approved,,No,No,No,No,Cash,Cash,-7,-7,Cash,Minor obstacle,-7,-7,1,No,,,No,,0,,No,,,No,,,No,No,No,Strongly agree,Tend to disagree,Strongly disagree,Moderate obstacle,No obstacle,No obstacle,No obstacle,-7,-7,2,1,3,6,4,5,-8,Higher thresholds for non-taxable income,11,11,3,10,1,7,3,0,2,0,,20,2,8,,4,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Access to finance,13,10,5,11,12,7,9,2,3,4,15,14,1,6,8,1200000,600000,60000,450000,,250000,800000,19,5,2022,14,39,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,Yes,Yes,Over 250.000 to 1 million,1810,1410,Dhaka City,Medium (20-99),Garments,Fresh,6.6905556,11.963852,29.548038,19
466,862883,8030,Garments,Medium,Rajshahi,Wearing Apparel,18,Manufacturing,Rajshahi,30,Medium,21,6,2022,13,12,1,Bangladesh,Bengali,Establishment,No,,,,,,2021,12,31,Partnership,,40,Yes,100,0,0,0,No,No,,2006,7,2006,21,No,No,,No,,,Yes,120,1,0,20,,No,,No,,,No,,,No,,,No,No,,No,No,No,No,Moderate obstacle,Manufacturing of ,Manufacturing of  Gents Shirt,,,,60,9700000,Nine million seven hundred thousand,0,9000000,Nine million,7500000,100,0,0,,,,,0,0,100,0,,,,Fabric,,,3,,Yes,10,No,10,No,Yes,Slightly,Slightly,Very much,Not at all,Slightly,Not at all,No obstacle,No obstacle,-7,No obstacle,No obstacle,We fixed it but did not take further action,Yes,3-9 production performance indicators,No,,,,Yes,The establishmentâ?s performance ,Non-managers are normally not promoted,Rarely or never,Local_main product sold mostly in same municipality where establishment is located,7,No,No,No obstacle,No,,,,No,,,No,,50,72,Yes,12,0,0,No,,,No,,,,No obstacle,Yes,,3600,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,Cash,Cash,Cash,No obstacle,Strongly agree,Strongly agree,0,No,,,No,,0,,No,,,No,,,No,No,No,Strongly agree,Strongly agree,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,2,6,4,1,3,Tax procedures are too complicated,Increased ease of paying taxes,25,25,30,5,20,3,2,0,0,0,,0,,,,0,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Electricity,6,2,10,7,12,9,15,14,1,13,11,3,8,4,5,2800000,4000000,360000,2700000,,4000000,800000,21,6,2022,14,6,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3,No,No,City with population over 1 million,1810,1410,Rajshahi,Medium (20-99),Garments,Fresh,1,1.1776632,1.7365206,134
467,862884,8073,Garments,Medium,Greater Dhaka,Wearing Apparel,18,Manufacturing,Greater Dhaka,25,Medium,10,8,2022,17,6,1,Bangladesh,Bengali,Establishment,No,,,,,,2022,6,30,Partnership,,50,No,100,0,0,0,No,No,,2016,28,2017,25,No,No,,No,,,Yes,60,0,40,4,,Yes,4,No,,,-7,,,-7,,,No,No,,No,Yes,Yes,Yes,No obstacle,Manufacturing of ,Embroidery on ladies' wear,,,,100,10500000,Ten million five hundred thousand,0,9500000,Nine million five hundred thousand,9500000,100,0,0,,,,,0,0,100,0,,,,Thread,,,4,,Yes,0,Yes,0,Yes,Yes,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,Moderate obstacle,-7,-7,No obstacle,No obstacle,We fixed it but did not take further action,No,,No,,,,No,,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,Local_main product sold mostly in same municipality where establishment is located,-4,No,No,No obstacle,No,,,,No,,,No,,86,144,Yes,10,0,0,No,,,No,,,,No obstacle,No,,,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No,No,Cash,Cash,-7,-7,Cash,No obstacle,Strongly agree,-9,5,No,,,No,,0,,No,,,No,,,No,No,No,Strongly agree,-9,Strongly agree,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,4,6,3,5,1,Other reason,Increased ease of paying taxes,25,28,24,25,0,8,0,17,8,0,,0,,,0,,No,,,,,,,,,,,,,No,No obstacle,No obstacle,Electricity,11,2,13,5,15,6,4,9,8,14,7,12,1,3,10,3000000,5000000,140000,2700000,,4900000,7000000,10,8,2022,17,35,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,1810,1410,Greater Dhaka,Medium (20-99),Garments,Fresh,9.535826,14.247505,40.827793,55
